Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.6844818,-0.929671705,-1.020667672,-0.762321413,-0.716323495,-0.701032341,-0.763833165,-0.703135848,-0.661545992,-0.600079298,-0.494370162,-0.385760486,-0.442926466,-0.519839764,-0.518606007,-0.310979843,-0.318997443,-0.32136485,-0.412762374,-0.414187849,-0.425378829,-0.376249194,-0.280372351,-0.165779099
Albania,ALB,Voice and Accountability: Estimate,VA.EST,-0.648297846,-0.387372851,-0.285138667,-0.00815021,0.070307687,0.007237499,0.003671788,0.07588996,0.113008469,0.174939081,0.141477332,0.123838224,0.062333763,0.022064038,0.048892591,0.1437774,0.157161772,0.170948684,0.203807637,0.188694432,0.141880304,0.086402573,0.085914411,0.139465705
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.56674093,-0.916649282,-0.987298191,-0.928754985,-0.715244472,-0.699272692,-0.466420472,-0.564962566,-0.592309475,-0.633444846,-0.614938259,-0.552147269,-0.572699666,-0.521544516,-0.472622782,-0.612656415,-0.639073312,-0.673416734,-0.598509312,-0.658660114,-0.655895114,-0.666460216,-0.635657609,-0.637929857
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-1.088766456,-0.883071959,-1.01074934,-0.614207327,-0.674277365,-0.559222877,-0.446233422,-0.43816179,-0.537276387,-0.603184521,-0.534546137,-0.39590171,-0.520578742,-0.447385341,-0.430986166,-0.339201897,-0.410823673,-0.464160442,-0.53683871,-0.488373935,-0.567730427,-0.573433459,-0.653295338,-0.513090253
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.783310533,-1.8789047,-1.432577372,-1.634565115,-1.754409075,-1.359188437,-0.91366601,-1.126413465,-1.150585532,-1.095846295,-1.196913481,-1.259367585,-1.360560656,-1.325043321,-1.202371478,-1.190535188,-1.090786576,-1.099741936,-0.919614136,-0.84212178,-1.055829883,-0.847814322,-0.992437243,-0.741771519
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.907437265,-0.881358743,-0.71020937,-0.574951589,-0.481900811,-0.441777736,-0.341526747,-0.500463128,-0.522581637,-0.624736011,-0.964235187,-1.104800701,-1.212379932,-1.320389032,-1.138440609,-1.30188942,-1.256905794,-1.241429925,-1.279063463,-1.346901417,-1.388313293,-1.355300307,-1.181962967,-1.063573241
Algeria,DZA,Rule of Law: Estimate,RL.EST,-1.218194842,-1.198362112,-1.245844364,-0.636733174,-0.605380774,-0.616287351,-0.773644507,-0.775204539,-0.791886449,-0.767772257,-0.825566888,-0.816793382,-0.845334828,-0.812617719,-0.693158984,-0.804205596,-0.94210124,-0.917128682,-0.925527453,-0.807303429,-0.86179626,-0.800302982,-0.832210958,-0.832472682
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.166290164,-1.244342446,-1.110052228,-1.044660211,-1.076718092,-0.802059054,-0.715685964,-0.916875541,-0.984122396,-0.979712248,-1.038418889,-1.022330761,-1.004121184,-0.906026602,-0.893353224,-0.813357711,-0.847575545,-0.861592352,-0.902944028,-0.995128453,-1.05331111,-1.087952256,-1.009323955,-1.003874183
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.791444957,0.789309144,0.299861044,0.308062404,0.317555279,0.347466081,0.328756839,0.310445875,0.299411148,0.303055048,1.220708609,1.151810765,1.159555912,1.762151003,1.780909538,1.780709863,1.266005278,1.279871821,1.27020359
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,-0.126988679,0.224700347,0.245477885,0.481087029,0.498479098,0.497974843,0.487727553,0.481366098,0.481229633,0.487086773,0.43897748,0.443229765,0.482979059,0.510402024,0.498739511,0.490093946,0.632899344,0.639231384,0.667918146
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.736926496,0.746284068,0.703987658,0.967931151,0.984463036,0.945724666,0.919146717,0.93399018,0.95299083,0.928985775,1.08068347,1.151678085,1.158555984,1.184322,1.166080236,1.145717978,1.09160161,1.068576336,1.128859043
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.497606158,0.368987888,0.360797524,0.376145482,0.390816242,0.402511686,0.39395842,0.386368304,0.358625293,0.362132907,0.177999645,0.151204303,0.12152876,-0.273579508,-0.306241989,-0.325278997,0.525310516,0.534613013,0.545899749
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,..,..,..,0.83959645,1.109415412,1.069221497,1.090919852,1.117979527,1.125054717,1.1112082,1.090952396,1.09636724,1.101331592,1.407080054,1.28536284,1.27953577,1.294769168,1.296713471,1.268459797,1.119430304,1.138901711,1.221117854
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.503726006,0.654332459,0.548463166,0.972128868,0.967198193,0.963811636,0.988284409,1.009051681,1.025671721,1.004767299,..,..,..,..,..,1.323771,0.952043474,0.960498691,0.95764786
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.318143249,1.334758759,1.313403845,1.310743809,1.33278954,1.119150281,1.269663095,1.25131321,1.26187098,1.27677536,1.317764997,1.301772714,1.272298098,1.260530829,1.253548503,1.220708609,1.151810765,1.159555912,1.171758413,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.414037704,1.403356314,1.380486727,1.367723227,1.34903717,1.503764033,1.287598014,1.538402796,1.501772642,1.528406501,1.536201119,1.512716174,1.498924255,1.523346066,1.532685041,1.712282658,1.740904927,1.805493236,1.876407385,1.879265428,1.852065086,1.749414086,1.749253273,1.495304942
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.169522166,1.182875156,1.166981459,1.282766938,1.465131164,1.402106047,1.384927273,1.349654078,1.342015743,1.338472128,1.297139525,1.278272152,1.302488327,1.290351152,1.28392601,1.286593318,1.365985394,1.382750273,1.39288795,1.391008735,1.577211499,1.588571787,1.581067443,1.587736487
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.266439795,1.245862126,1.223143578,1.422462821,1.414684296,1.41426146,1.359160781,1.34977591,1.378267288,1.398588419,1.405673504,1.389426827,1.611425281,1.561860085,1.558740973,0.880748272,0.898378432,0.860476732,1.199921489,1.187329054,1.221926212,1.335421324,1.359349608,1.398334026
Andorra,AND,Rule of Law: Estimate,RL.EST,1.158362508,1.177253962,1.286165476,1.223840594,1.055983305,1.194324493,0.966194272,0.85568583,1.168245077,1.186387658,1.21778512,1.197924614,1.399273753,1.401187778,1.401491046,1.638325453,1.512989044,1.513311863,1.534928083,1.536625862,1.510484815,1.61627841,1.64212966,1.48544991
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.563216686,1.528759122,1.535655499,1.437128186,1.422261953,1.563076615,1.528181553,1.3299793,1.305506468,1.325321794,1.32293725,1.324308395,1.360453367,1.433837652,1.406641722,1.165964961,1.194495201,1.176597357,1.16165626,1.047321677,1.108411908,1.086253405,1.033412814,1.102832913
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.16770184,-1.180450678,-1.197514296,-1.155492663,-1.335463285,-1.377568841,-1.323181987,-1.241037726,-1.307493567,-1.308764577,-1.397766113,-1.332474947,-1.367469072,-1.302401423,-1.336874723,-1.457798243,-1.427323461,-1.483337283,-1.444333076,-1.199250937,-1.058417916,-0.938672543,-0.651610196,-0.601941288
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-0.859939992,-1.055107117,-1.075034142,-1.132157087,-1.124224305,-1.328872442,-1.11021924,-1.381049156,-1.205007195,-1.061388373,-0.945070207,-1.138267756,-1.193231225,-0.988945425,-1.242676616,-1.055904031,-0.928497076,-0.971013606,-0.951664865,-1.005115032,-1.128562331,-1.258393884,-1.128076315,-1.040429354
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.061917305,-2.318058491,-2.038173914,-1.576179862,-1.00738585,-1.063120604,-0.885178328,-0.539453447,-0.666658759,-0.361787379,-0.347591847,-0.226182342,-0.36923781,-0.389322549,-0.391233474,-0.333232045,-0.505385816,-0.321580082,-0.389134824,-0.347750902,-0.370094687,-0.600726008,-0.709369481,-0.64624089
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.415345073,-1.445261717,-1.507048011,-1.294135094,-1.187467456,-1.226713538,-1.240036249,-1.156215668,-1.075312614,-1.101495981,-1.059525251,-1.0602175,-1.107531548,-0.990437567,-1.041670442,-0.860683441,-0.863671422,-0.969250917,-1.045097113,-0.800683141,-0.833844543,-0.856853485,-0.670014679,-0.606698573
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.630469322,-1.527338624,-1.601501703,-1.633343816,-1.482855916,-1.520916343,-1.464794993,-1.31127274,-1.375133514,-1.378563881,-1.236289263,-1.272953272,-1.277053237,-1.304776907,-1.290795803,-1.074789524,-1.030846119,-1.0038656,-1.039731503,-1.000932217,-1.025190949,-0.950999379,-0.984480023,-1.021904588
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.578163505,-1.411878705,-1.458064675,-1.238779068,-1.272615314,-1.285479784,-1.234719396,-1.252087951,-1.18531394,-1.119346857,-1.126135349,-1.120525122,-1.125478387,-1.076246738,-1.113843679,-1.145230174,-1.177087069,-1.140292645,-1.094524503,-0.903365195,-0.793237388,-0.816002846,-0.85489428,-0.797131121
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.838260055,1.269663095,1.25131321,1.26187098,1.27677536,1.317764997,1.301772714,1.272298098,1.260530829,1.253548503,1.220708609,1.151810765,1.159555912,1.171758413,1.179165602,1.176592231,0.632469475,0.638071477,1.27020359
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,1.059013367,1.553322434,1.538402796,1.501772642,1.528406501,1.536201119,1.512716174,1.498924255,1.523346066,1.532685041,0.948299587,0.962299764,1.276487589,0.783603132,0.774844706,0.762488246,0.912028015,0.916736841,1.219509363
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.788184822,1.189666033,1.104799986,1.085738063,1.112509608,0.868718088,1.373761654,1.550927639,1.476920247,1.533979535,1.164254904,1.220001817,1.284042716,1.358389258,1.254837275,1.316908598,1.503742933,1.528599858,1.128859043
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.907688737,1.111617446,1.34977591,1.378267288,1.398588419,1.405673504,1.389426827,1.36641407,1.321213126,1.319419265,0.880748272,0.898378432,0.860476732,0.831546187,0.813936293,0.83512485,0.93036598,0.946981251,0.972116888
Anguilla,AIA,Rule of Law: Estimate,RL.EST,..,..,..,..,..,1.143317938,1.633369088,1.586802006,1.619831324,1.659485817,1.393182516,1.375304103,1.35215795,1.357940316,1.360453248,0.019607974,-0.080394201,-0.123120472,-0.146183982,-0.142761186,0.300358981,0.374158055,0.384059697,0.428121924
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.854418099,0.903781235,1.017273426,0.972128868,0.967198193,0.963811636,0.988284409,1.009051681,1.025671721,1.004767299,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.869897187,0.883366406,0.861537576,0.850210369,0.854120076,0.839856029,0.742446184,1.11961627,1.146967053,1.27677536,1.317764997,1.301772714,1.272298098,1.260530829,1.253548503,0.634897768,0.642890871,0.645558715,0.197805092,0.236239702,0.239498109,0.238533273,0.231979251,0.310604453
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.644922495,0.652145922,0.618822575,0.568053842,0.576729536,0.540320277,0.447557688,0.407992005,0.399155051,0.498479098,0.497974843,0.487727553,0.481366098,0.481229633,0.487086773,-0.070344612,0.183694765,0.218476206,-0.03600011,-0.053470802,-0.05469453,-0.204486713,-0.193284988,-0.159468576
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076898,0.728511989,0.713235021,0.792559922,0.865690112,1.084635615,0.830512524,0.799820721,0.802670181,0.813891828,0.721793532,0.904999375,0.957588255,0.975788057,0.958863378,0.984550714,0.987564266,0.859249651,0.732059717,0.822919726,0.937967896,0.929504931,0.949530005,0.943862259
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.786901176,0.77318567,0.751229942,0.698325157,0.682984054,0.582346559,0.584638536,0.547179878,0.530372381,0.642759264,0.653302133,0.642825544,0.631379724,0.599272251,0.601454556,0.529373944,0.355818599,0.328430951,0.237134978,0.401309967,0.470356703,0.497693717,0.374506027,0.289086968
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,1.050844908,1.053563118,1.034903526,1.034552217,1.037949681,0.908433735,0.659244239,0.921211839,0.893503189,0.937939405,0.972667456,0.952869892,0.942094743,0.945719004,0.831776917,-0.175930172,0.553204715,0.473494411,0.406978101,0.376565635,0.363741606,0.407973528,0.303531021,0.391315579
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.333532423,0.339321405,0.390961945,0.336637646,0.317483664,0.57303077,0.533180177,0.631312013,0.543636024,0.573908567,0.589427829,0.495849043,0.511174679,0.640056968,0.618955672,0.558731198,0.595008314,0.633674026,0.608596861,0.579138517,0.731873512,0.742793262,0.730730891,0.721560717
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.101317152,-0.2034816,-0.172407657,-0.417055726,-0.479976803,-0.414409548,-0.377738357,-0.331238538,-0.372122079,-0.434875011,-0.445475101,-0.355230033,-0.364098519,-0.445909202,-0.434015781,-0.549443066,-0.580868721,-0.298964888,-0.308798343,-0.098668173,-0.106940247,-0.163780659,-0.422272921,-0.447030485
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,0.16569005,0.328712493,-0.028038694,-0.228479072,-0.034219984,0.015197393,-0.097979061,-0.033916309,-0.012532503,-0.123509347,-0.294032037,-0.111791946,-0.072361067,-0.206967011,-0.253538549,-0.110760383,-0.049351051,0.219068825,0.135000482,0.028094053,-0.120677568,-0.253818214,-0.389672071,-0.282877296
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.111376882,-0.13464959,0.095823877,-0.776545405,-0.359838128,-0.610934913,-0.041774943,0.001967763,0.097796634,-0.087755688,-0.234854579,-0.084797867,0.158993661,0.103040546,0.065314263,-0.005121871,0.008764135,0.197749898,0.162541434,0.006809914,-0.097864307,-0.072026245,0.000468279,-0.009163282
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,0.51806742,0.521346211,0.182292387,-0.880716562,-0.69147563,-0.6980353,-0.525074363,-0.614566982,-0.63569355,-0.702629447,-0.830836773,-0.742940903,-0.701964378,-0.897686779,-0.928134799,-1.066149592,-0.898022354,-0.347571164,-0.196299896,-0.195977628,-0.4530797,-0.498344272,-0.631172717,-0.697565734
Argentina,ARG,Rule of Law: Estimate,RL.EST,0.075552642,-0.038881578,-0.214404494,-0.761098087,-0.777115822,-0.767380178,-0.557991087,-0.577015638,-0.601472259,-0.699731648,-0.694468081,-0.598094225,-0.563123286,-0.623034239,-0.656233191,-0.866434515,-0.748842359,-0.320517689,-0.238357037,-0.219662562,-0.427303702,-0.487334788,-0.476669818,-0.480682313
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.391903371,0.308850229,0.418346971,0.260062754,0.349125266,0.362040877,0.269231617,0.403436542,0.448621333,0.358895928,0.280091494,0.361670136,0.344941825,0.295209914,0.27698788,0.34533906,0.411802024,0.493365467,0.528666615,0.539418399,0.571178675,0.585294366,0.611695528,0.543526769
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.47305131,-0.936306059,-0.848086238,-0.778165162,-0.6490224,-0.703455329,-0.683349848,-0.669232607,-0.74589169,-0.712412357,-0.621459663,-0.69503957,-0.664559424,-0.58800149,-0.530450225,-0.565155387,-0.609267175,-0.659123719,-0.63648814,-0.40889135,-0.226975173,-0.0034387,0.048978329,0.028035237
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.380564451,-0.546766698,-0.546417594,-0.045769267,-0.197253704,-0.118263446,-0.142497808,-0.261502922,-0.381906569,-0.177952588,-0.026895642,-0.171523154,-0.115028307,-0.032386623,0.078659788,-0.255827993,-0.331129432,-0.311781496,-0.251172304,-0.170385882,-0.225958586,-0.304616541,-0.281927228,-0.314229518
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.364998609,-0.662787318,-0.682867944,-0.255784124,0.236966237,-0.116337486,-0.066335395,-0.26102376,0.150905833,-0.006853028,0.227863356,0.071855329,-0.063868985,0.154794976,0.110385142,-0.2971358,-0.256798655,-0.667951107,-0.626211226,-0.451120526,-0.420044243,-0.771642268,-0.804036558,-0.797183931
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,-0.282764524,-0.252395779,-0.172101572,0.056333646,0.167570353,0.109250002,0.089062668,0.292330682,0.265207171,0.300939858,0.27345407,0.268946558,0.246940598,0.334273398,0.235182688,0.158519909,0.189176843,0.205158383,0.228407964,0.350590289,0.242604271,0.238748029,0.131828442,-0.019078802
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.469098508,-0.380856782,-0.501016259,-0.438531369,-0.302864641,-0.481950611,-0.388776749,-0.544567347,-0.496518046,-0.337751359,-0.468710691,-0.48135832,-0.437706411,-0.418281972,-0.340971231,-0.417796254,-0.463257581,-0.160720766,-0.209941223,-0.19733353,-0.177528098,-0.125852257,-0.119232148,-0.168567225
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.569909096,-0.33551845,-0.374595284,-0.444421142,-0.467406183,-0.572165549,-0.591363311,-0.742222786,-0.759377897,-0.857629657,-0.876420259,-0.847521544,-0.690779805,-0.570491433,-0.588030815,-0.562072694,-0.536284149,-0.579242349,-0.560794771,-0.130894393,0.054725666,0.047159709,0.054073099,0.08823394
Aruba,ABW,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,1.165965319,1.269663095,1.25131321,1.26187098,1.27677536,1.109147549,1.121295571,1.10294652,1.095235944,1.1194067,1.014231563,1.248461127,1.232735157,1.239376664,1.207429409,1.174702883,1.199391723,0.801610887,0.756784737
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,1.28138864,1.287598014,1.27981782,1.246601224,1.270924687,1.496656418,1.246453404,1.236430407,1.247588158,1.221326232,0.887889862,0.848053455,0.85340482,0.875804901,1.013473153,0.987836778,1.075224519,1.084040165,1.105333328
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.993218184,1.376415968,1.303460598,1.286568522,1.316395998,1.121554255,1.100847363,1.285737753,1.263881564,1.312226295,1.164567828,1.21023953,1.260758519,1.313844323,1.337275505,1.335668564,1.371497393,1.431547046,1.474684358
Aruba,ABW,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.762953818,0.864074349,0.855286777,0.877206326,0.894702375,1.28930068,1.344837785,1.317276955,1.402131438,1.420879602,1.245360851,1.358142495,1.335744977,1.181223392,0.846328259,0.846234202,0.914808512,0.939555347,0.967042565
Aruba,ABW,Rule of Law: Estimate,RL.EST,..,..,..,..,..,0.915526807,0.847438395,0.810431302,0.826464057,0.847226143,1.426206708,1.416113615,1.322458386,1.309788346,1.292504787,1.036310434,1.226623058,1.226442099,1.294831514,1.259411931,1.227761626,1.270262361,1.247303724,1.278907537
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.737520695,1.153230071,1.017273426,0.972128868,0.967198193,1.252343535,1.281883717,1.273587823,1.28464973,1.278059244,1.276849508,1.273960948,1.279364109,1.295549154,1.282692909,1.262557507,1.282142997,1.018640995,1.009181976
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.877355814,1.798129678,1.862088323,1.761436343,1.895287037,2.005868912,1.942667723,1.950813174,2.00087285,2.027342558,2.041763067,2.02361083,2.037909031,1.977507234,1.777870297,1.849464655,1.841353893,1.772003651,1.752321124,1.767377615,1.788173079,1.632955909,1.707646132,1.764489532
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.800564528,1.618118048,1.732170224,1.659198642,1.773278832,1.98494184,1.74618125,1.707899332,1.818955183,1.784767866,1.701963782,1.763391376,1.690138102,1.613148451,1.632847548,1.601369858,1.534175038,1.533338904,1.49827075,1.556063771,1.538760424,1.57377553,1.473996282,1.528874636
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.39611268,1.06650126,1.333964705,1.18941462,0.878117204,0.935463548,0.891707659,0.9344666,0.92887491,0.954700112,0.855120599,0.888859868,0.935710073,0.997997224,1.031072974,1.032191992,0.873180687,1.033424497,0.876146674,0.970811963,0.917313099,0.861676931,0.835315883,0.933572054
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.367597103,1.432211161,1.575613499,1.421155572,1.575263143,1.711219549,1.599512935,1.62376225,1.684215903,1.766017556,1.816927552,1.695976734,1.852122784,1.778897166,1.79121995,1.857373476,1.777410269,1.885731459,1.922535539,1.896577239,1.864646077,1.813946962,1.831182718,1.894893289
Australia,AUS,Rule of Law: Estimate,RL.EST,1.713399053,1.756802797,1.722066879,1.767046571,1.842772126,1.795392394,1.71280241,1.756738544,1.743887424,1.759083509,1.733008742,1.757718325,1.733153701,1.759779572,1.77010262,1.918719649,1.790478706,1.716897726,1.64458847,1.67455554,1.694471836,1.614245057,1.639288187,1.510085225
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.440202951,1.407491207,1.471305132,1.407233238,1.442127824,1.501541972,1.507055759,1.382794738,1.369199991,1.368076086,1.383790851,1.419765472,1.453721046,1.499190331,1.436413765,1.361743808,1.355610847,1.353697181,1.377729177,1.393920898,1.269635201,1.298030496,1.358394265,1.319480419
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.732163548,1.79937923,1.751058698,1.915159225,1.963868618,2.026624441,1.912423491,1.904876947,2.003345251,1.828758121,1.6940341,1.596122026,1.47028935,1.427254438,1.537240982,1.466749072,1.472380042,1.496968031,1.50046289,1.568366051,1.521409035,1.477789164,1.24299264,1.258619428
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.731649637,1.803506255,1.847265244,1.880228162,1.930461287,1.843770623,1.679529071,1.827385187,1.863565922,1.771658182,1.662739277,1.8125211,1.602885246,1.560189724,1.571911097,1.553622246,1.451450586,1.47535491,1.467408299,1.456104994,1.492244124,1.606263638,1.530020237,1.465450168
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.410462856,1.110600591,0.822056413,1.358955383,0.962002456,1.0896492,1.103950024,1.07445085,1.284419298,1.339270592,1.190873981,1.152648211,1.193521619,1.340566874,1.364100575,1.270700455,1.129330516,0.892175972,1.029623389,0.884671748,0.892080426,0.887528837,0.899418652,0.637995362
